,user_id,rt_count,user_name
712, 1053204449039183873,4,anne_morantin
713, 1236327632062513152,4,VANDERS50023064
714, 1231039009586991104,4,Pranav55115082
715, 426290352,4,GEanalyst
716, 1352178289,4,PhilDurling100
717, 813727215695196161,4,moemin71180617
718, 1053723092256804866,4,ChukwuaustinG
719, 378409644,4,past_3
720, 70977553,4,MozDefinitely
721, 170697568,4,Raghu007in
722, 3237084420,4,OzairIqbalTarar
723, 992898038892023809,4,JEFERSONFREPRES
724, 1213850856178585600,4,skvinstrediffm1
725, 227687928,4,beyondborders
726, 1545053600,4,ForgeRat
727, 1205025148639875073,4,SaadDurrani01
728, 76639371,4,funkywangster
729, 3028536724,4,nicolaskavernas
730, 2183572535,4,arifbuksh
731, 1148483602327461889,4,ajju_2001
732, 319158918,4,LagbajaSeason
733, 350133363,4,Yakz14
734, 118794845,4,MarcoDaCostaFX
735, 896411167857528832,4,GoVladymir
736, 1085980607081963520,4,kingofspades88
737, 15036639,4,Psywin
738, 244012000,4,Thaaymanam
739, 829794339702325248,4,RealJoelGomes
740, 161806198,4,leobarak
741, 708908492359225345,4,lambert_pp
742, 1171020819511664641,4,peaceisnature
743, 377203914,4,shawtests
744, 455315509,4,ShockWaver69
745, 2471421697,4,Jim_B60
746, 48813321,4,ajitjosem
747, 997673205354577920,4,cutry6
748, 846036733603008512,4,FielComandante1
749, 2975823473,4,Mikhail_RealEst
750, 724147778524483584,4,Werktaetiger_
751, 297670560,4,Expendable45
752, 752122638936395777,4,kuukuhruyuk
753, 17071490,4,siuhin
754, 2234276376,4,demaskuy
755, 1133480249851817985,4,Xanderisadumbn1
756, 209845048,4,wrongwatch
757, 204286569,4,r0nggo05
