target,weight,source
MikePalmer217,1,2ontrack
DavideMastracci,1,2ontrack
demonhawk,1,2ontrack
jmcevoy_2,1,2ontrack
chinahand,1,2ontrack
VoteBlue4Us,1,2ontrack
Gareth_Cayman,1,2ontrack
simple_flying,1,2ontrack
52witch,1,2ontrack
SpaceCoast_Life,1,2ontrack
KyleKulinski,1,2ontrack
PhysicsAndAstr1,1,2ontrack
SteveSchmidtSES,1,2ontrack
COVID19PAN,1,2ontrack
TrumpWarRoom,1,2ontrack
AmerEcoDyn,1,2ontrack
kirillklip,1,2ontrack
KevinMKruse,1,2ontrack
KingPickleRick1,1,2ontrack
iPaulie,1,2ontrack
khamenei_ir,1,2ontrack
TheDriven_io,1,2ontrack
ElaineEDO,1,2ontrack
AusamiAbbas,1,2ontrack
lordhenry11,1,2ontrack
MontyBoa99,1,2ontrack
potcalling,1,2ontrack
lildarien,1,2ontrack
mart__land,1,2ontrack
FBI,1,2ontrack
JessicaHuseman,1,2ontrack
KroegerOve,1,2ontrack
bruce_haigh,1,2ontrack
cnni,1,2ontrack
JL_Whitaker,1,2ontrack
Emmaline8266,1,2ontrack
ml_1maria,1,2ontrack
FAANews,1,2ontrack
courier_michael,1,2ontrack
alquds_ps,1,2ontrack
WendellAlbright,1,2ontrack
jbillinson,1,2ontrack
RTE49,1,2ontrack
MFrunker,1,2ontrack
greensinspa,1,2ontrack
SenSanders,1,2ontrack
shin_inouye,1,2ontrack
theEmcon,1,2ontrack
flabellina212,1,2ontrack
UCSUSA,1,2ontrack
mithunoorath,1,2ontrack
computergatewa1,1,2ontrack
Jpdawe7,1,2ontrack
jcirc,1,2ontrack
_michaelbrooks,1,2ontrack
BFNagy,1,2ontrack
HelperTesla,1,2ontrack
globeandmail,1,2ontrack
Sseeji,1,2ontrack
aplastic_planet,1,2ontrack
DNC,1,2ontrack
_PMcDermott,1,2ontrack
StacyAyrez,1,2ontrack
INDOPACOM,1,2ontrack
DailyMail,1,2ontrack
joshtpm,1,2ontrack
PaulaReidCBS,1,2ontrack
KlatuBaradaNiko,1,2ontrack
JuanOrlandoH,1,2ontrack
whiterosenomore,1,2ontrack
NormaCerratohn,1,2ontrack
MarineTraffic,1,2ontrack
theweekafternxt,1,2ontrack
karaswisher,1,2ontrack
torybruno,1,2ontrack
CARandDRIVER,1,2ontrack
Brookly54107304,1,2ontrack
GREYANDSUMMERS,1,2ontrack
idlhndzbizimind,1,2ontrack
Exhaustedpengu1,1,2ontrack
sistercelluloid,1,2ontrack
AureliaMour,1,2ontrack
Underground_RT,1,2ontrack
haveigotnews,1,2ontrack
Kafkaesque_Blog,1,2ontrack
SpotTheLoon2010,1,2ontrack
VlanciPictures,1,2ontrack
EricBoehlert,1,2ontrack
Phildecynic,1,2ontrack
lisandrorosales,1,2ontrack
anon_candanga,1,2ontrack
AdamParkhomenko,1,2ontrack
abcadelaide,1,2ontrack
AceF1910,1,2ontrack
MarkLyell,1,2ontrack
jasonhickel,1,2ontrack
CurtisHouck,1,2ontrack
GhostCoolCam101,1,2ontrack
VanessaBeeley,1,2ontrack
_1Bonita_,1,2ontrack
roscosmos,1,2ontrack
coskier61,1,2ontrack
PrettyGinger1,1,2ontrack
WoofWoof_TV,1,2ontrack
UN,1,2ontrack
RonPlacone,1,2ontrack
daostudent,1,2ontrack
_AndrewGilmore,1,2ontrack
SignsFun,1,2ontrack
TheRickWilson,1,2ontrack
J_ManPrime21,1,2ontrack
Charlotte3003G,1,2ontrack
Forbes,1,2ontrack
TeslaKidGiga4,1,2ontrack
KeithNHumphreys,1,2ontrack
50cent,1,2ontrack
chamjaymob,1,2ontrack
pepeMcGee,1,2ontrack
agilegrrl,1,2ontrack
forevertawl,1,2ontrack
BreakfastNews,1,2ontrack
johnkrausphotos,1,2ontrack
SenSchumer,1,2ontrack
kevindavis338,1,2ontrack
NorbertElekes,1,2ontrack
naamanzhou,1,2ontrack
DeItaOne,1,2ontrack
minimizethemark,1,2ontrack
leahmcelrath,1,2ontrack
ChristineMilne,1,2ontrack
Hydrofan123,1,2ontrack
bo47364,1,2ontrack
bluzman77,1,2ontrack
tpwktayy,1,2ontrack
CancilleriaHN,1,2ontrack
CUhlmann,1,2ontrack
DandeBorja93,1,2ontrack
ziyatong,1,2ontrack
daviddinenberg,1,2ontrack
Couchsocialist,1,2ontrack
10News,1,2ontrack
BadJim007,1,2ontrack
QldGovernor,1,2ontrack
Marcofcu75,1,2ontrack
06akara06,1,2ontrack
NatureSuperb,1,2ontrack
MiodragVojcic,1,2ontrack
goinglongtessla,1,2ontrack
GasOff2,1,2ontrack
AmirAminiMD,1,2ontrack
SANFL,1,2ontrack
Jackthelad1947,1,2ontrack
CNBCnow,1,2ontrack
robkajiwara,1,2ontrack
ELCA_Brett,1,2ontrack
jvgraz,1,2ontrack
natespuewell,1,2ontrack
MikeHudema,1,2ontrack
leachitup,1,2ontrack
RiegerReport,1,2ontrack
chuckschumer,1,2ontrack
PetiaDimitrov14,1,2ontrack
BRRH_Foundation,1,2ontrack
rhonda_harbison,1,2ontrack
Happy___Annie,1,2ontrack
TeslaratiApp,1,2ontrack
21WIRE,1,2ontrack
reknigh,1,2ontrack
gregory_fields,1,2ontrack
CheHambley,1,2ontrack
WayfarerMilly,1,2ontrack
_i0n,1,2ontrack
Springbluebelle,1,2ontrack
bbcweather,1,2ontrack
jonathanvswan,1,2ontrack
JesabelRaay,1,2ontrack
thedonion,1,2ontrack
GianDePoloni,1,2ontrack
andersen_inger,1,2ontrack
alvesmom,1,2ontrack
NWSLosAngeles,1,2ontrack
AshlaWolf,1,2ontrack
universal_sci,1,2ontrack
ChuckRossDC,1,2ontrack
miffythegamer,1,2ontrack
markritson,1,2ontrack
MLiebreich,1,2ontrack
neiltyson,1,2ontrack
unjoe,1,2ontrack
xecretcode,1,2ontrack
ScepticalAussie,1,2ontrack
LeonardoEFA,1,2ontrack
EconomicRenegad,1,2ontrack
HamishJames4,1,2ontrack
0xBanana,1,2ontrack
less_sebastian,1,2ontrack
NZStuff,1,2ontrack
OnyaDon,1,2ontrack
VedaPrime,1,2ontrack
CailinasEirinn,1,2ontrack
teslaindiaclub,1,2ontrack
ArleneRabenbau1,1,2ontrack
JohnFugelsang,1,2ontrack
TomPerez,1,2ontrack
JLWilding,1,2ontrack
TheShovel,1,2ontrack
teslanalyst,1,2ontrack
ChelleinmoYoung,1,2ontrack
TrudySmither,1,2ontrack
Thefinnigans,1,2ontrack
pwhatch,1,2ontrack
gikers48,1,2ontrack
den0408,1,2ontrack
johnfburr,1,2ontrack
LorraineBranna2,1,2ontrack
aravosis,1,2ontrack
hillie_p,1,2ontrack
RawStory,1,2ontrack
r_graus,1,2ontrack
Chrissie1306,1,2ontrack
lhfang,1,2ontrack
newscomauHQ,1,2ontrack
Carpervert,1,2ontrack
DSA_Enviro,1,2ontrack
RussianEmbassy,1,2ontrack
AlaskanCourtney,1,2ontrack
thevoltmonkey,1,2ontrack
LauraSmithCrewe,1,2ontrack
DerekJShaffer,1,2ontrack
iWIN_2020,1,2ontrack
historygirlMA,1,2ontrack
GregWolfe64,1,2ontrack
MaryJUnicorn,1,2ontrack
l___kent,1,2ontrack
futurecanon,1,2ontrack
piersmorgan,1,2ontrack
babic249,1,2ontrack
MillyMolly300,1,2ontrack
Dcl_60,1,2ontrack
tesla_china,1,2ontrack
NHSEngland,1,2ontrack
MPSCamandPrim,1,2ontrack
dubpistols,1,2ontrack
BOM_au,1,2ontrack
GarethRoberts3,1,2ontrack
VeganGenesis,1,2ontrack
HillaryClinton,1,2ontrack
slashdot,1,2ontrack
JordanUhl,1,2ontrack
IamHappyToast,1,2ontrack
MelAnalyst,1,2ontrack
Ilhan,1,2ontrack
NCBirbhan,1,2ontrack
captsingh,1,2ontrack
Marco_Langbroek,1,2ontrack
WISN12News,1,2ontrack
hpnyknits,1,2ontrack
jfahmy,1,2ontrack
frubulotta,1,2ontrack
CBSNews,1,2ontrack
PushbackShow,1,2ontrack
TArkesteijn,1,2ontrack
mcberkman,1,2ontrack
neil_ferguson,1,2ontrack
AlarmistUK,1,2ontrack
lucas22,1,2ontrack
gagbashua,1,2ontrack
ChinaDaily,1,2ontrack
venus47203379,1,2ontrack
ReneRastRacing,1,2ontrack
holdmyspudjuice,1,2ontrack
PhantomLaneFour,1,2ontrack
Ajaywillow1,1,2ontrack
BSO,1,2ontrack
iliketeslas,1,2ontrack
lindyli,1,2ontrack
econinbricks,1,2ontrack
EoinHiggins_,1,2ontrack
briantylercohen,1,2ontrack
karesf,1,2ontrack
NASA_Orion,1,2ontrack
MBIMunshi,1,2ontrack
thekjohnston,1,2ontrack
thetripbox,1,2ontrack
QueenslandParl1,1,2ontrack
AdamBaldwin,1,2ontrack
keith_johnson,1,2ontrack
GeraldKutney,1,2ontrack
ConorBlenner,1,2ontrack
bodhibrian,1,2ontrack
Arthur32748598,1,2ontrack
David_Leavitt,1,2ontrack
steph93065,1,2ontrack
jackiewattles,1,2ontrack
WarriorGoddessX,1,2ontrack
joshrogin,1,2ontrack
DailyCaller,1,2ontrack
bryanMackSC,1,2ontrack
ArtieNBCSD,1,2ontrack
JayCShambaugh,1,2ontrack
LandRover,1,2ontrack
EarthBeauty17,1,2ontrack
myworld2121,1,2ontrack
P_mella16,1,2ontrack
doctor_oxford,1,2ontrack
macsmarts,1,2ontrack
Aztiredude,1,2ontrack
air_fifth,1,2ontrack
SoulReadr,1,2ontrack
stoolpresidente,1,2ontrack
jekhatulan10,1,2ontrack
justdodgin,1,2ontrack
urbanthoughts11,1,2ontrack
girllyfan,1,2ontrack
yanquetino,1,2ontrack
b_b_baconator,1,2ontrack
lovetillion,1,2ontrack
FredericLambert,1,2ontrack
elonmusknews1,1,2ontrack
GM,1,2ontrack
lmnysf,1,2ontrack
JoshuaPotash,1,2ontrack
826Maureen,1,2ontrack
vijayprashad,1,2ontrack
sherrilee7,1,2ontrack
SpceEnthusiast,1,2ontrack
CathyVoganSPK,1,2ontrack
EVDave3,1,2ontrack
ReclaimAnglesea,1,2ontrack
TomthunkitsMind,1,2ontrack
Ian56789,1,2ontrack
Accur8Bill,1,2ontrack
DustinBones6,1,2ontrack
Kate3015,1,2ontrack
solarcharge_it,1,2ontrack
Calvinn_Hobbes,1,2ontrack
FredericksNewC1,1,2ontrack
bear_due_south,1,2ontrack
WRVoltec,1,2ontrack
Richie_Hertz,1,2ontrack
luckyjade1212,1,2ontrack
OkceliteI,1,2ontrack
CGrantWSJ,1,2ontrack
Diane_in_SA,1,2ontrack
h_leadbetter,1,2ontrack
SethAbramson,1,2ontrack
MLMuela,1,2ontrack
mzjacobson,1,2ontrack
cl,1,2ontrack
BridgetCarterb,1,2ontrack
CBS12,1,2ontrack
Tom_Fowdy,1,2ontrack
O3_BOb,1,2ontrack
pastajoe5,1,2ontrack
walid970721,1,2ontrack
goddess_hylia_,1,2ontrack
teslainvernon,1,2ontrack
speechboy71,1,2ontrack
QuincyInst,1,2ontrack
AaronBlake,1,2ontrack
DaveKWilliams,1,2ontrack
taladorei,1,2ontrack
Change,1,2ontrack
IheartTesla,1,2ontrack
JoshuaYJackson,1,2ontrack
johnotheavgeek,1,2ontrack
Sanityreturn2us,1,2ontrack
Otto_English,1,2ontrack
SensibleSocial1,1,2ontrack
HassanRouhani,1,2ontrack
colbertlateshow,1,2ontrack
greglc541,1,2ontrack
billmaher,1,2ontrack
mikefarb1,1,2ontrack
GREGORYABUTLER,1,2ontrack
pvmagazineusa,1,2ontrack
restlesslime,1,2ontrack
Zac_Petkanas,1,2ontrack
BrianKarem,1,2ontrack
markbspiegel,1,2ontrack
CAgovernor,1,2ontrack
showcasepix,1,2ontrack
wusDApassword,1,2ontrack
MichaelSmyth_,1,2ontrack
EricHolthaus,1,2ontrack
AerojetRdyne,1,2ontrack
sachark,1,2ontrack
EthosLifestyle,1,2ontrack
JackPosobiec,1,2ontrack
AdamSchiff,1,2ontrack
judykuo_,1,2ontrack
mdornic,1,2ontrack
MykalStephene,1,2ontrack
Bunnings,1,2ontrack
_shanmoho,1,2ontrack
lucastos,1,2ontrack
Alyssa_Milano,1,2ontrack
DerekCressman,1,2ontrack
PranjalDhanvij1,1,2ontrack
hulagirl05,1,2ontrack
L__Macfarlane,1,2ontrack
gatica1813,1,2ontrack
flyerandyp,1,2ontrack
khoshcheshm,1,2ontrack
GretaThunberg,1,2ontrack
THEGOVE55412435,1,2ontrack
AMSA_News,1,2ontrack
nadinevoncohen,1,2ontrack
Katakoyzenos_1,1,2ontrack
Gfilche,1,2ontrack
RobinSwannMoH,1,2ontrack
PresidencyZA,1,2ontrack
shafei_d,1,2ontrack
runthejoule,1,2ontrack
liamalexander,1,2ontrack
DunkenKBliths,1,2ontrack
PaulBegala,1,2ontrack
Anthea06274890,1,2ontrack
Kretzmann,1,2ontrack
CillDar,1,2ontrack
coach23life,1,2ontrack
gmbankrupt,1,2ontrack
IceSheetMike,1,2ontrack
susantananda3,1,2ontrack
cathywilcox1,1,2ontrack
girlsreallyrule,1,2ontrack
Wilmer_mx,1,2ontrack
stephenpallotta,1,2ontrack
EbravoteleSUR,1,2ontrack
jmil400,1,2ontrack
avenaim,1,2ontrack
Public_Citizen,1,2ontrack
Cognac4Paws,1,2ontrack
schristakos,1,2ontrack
lskurrus,1,2ontrack
hamlinton_,1,2ontrack
BRRN_Fed,1,2ontrack
KFILE,1,2ontrack
dimas_______,1,2ontrack
ai6yrham,1,2ontrack
adamajacoby,1,2ontrack
tifffanycuh,1,2ontrack
HoldOnesJuice,1,2ontrack
no_bunch,1,2ontrack
MartyTee2,1,2ontrack
KarlMuud,1,2ontrack
seth_leitman,1,2ontrack
Breaking911,1,2ontrack
spacecom,1,2ontrack
martonkruppa,1,2ontrack
Coles,1,2ontrack
nikolamotor,1,2ontrack
DPTI_SA,1,2ontrack
bhuiyaofficial,1,2ontrack
JuliaIrwinator,1,2ontrack
Medtronic,1,2ontrack
NASA_Johnson,1,2ontrack
NoahShachtman,1,2ontrack
HoyMismoTSI,1,2ontrack
Mens_Corner_,1,2ontrack
MicahZenko,1,2ontrack
chamath,1,2ontrack
JeffreyGoldberg,1,2ontrack
cpeedell,1,2ontrack
NickHaughain,1,2ontrack
MoWo91,1,2ontrack
70sRumsfeld,1,2ontrack
MIG29_,1,2ontrack
visionrcco,1,2ontrack
FuturamaKing,1,2ontrack
VP,1,2ontrack
MusolinoRenata,1,2ontrack
bonnienorman,1,2ontrack
KatiePhang,1,2ontrack
US_Stratcom,1,2ontrack
davemacladd,1,2ontrack
LauraForczyk,1,2ontrack
TheDemocrats,1,2ontrack
LuckyDogges,1,2ontrack
FullyChargedDan,1,2ontrack
alexnazaryan,1,2ontrack
revolios,1,2ontrack
dblanchard,1,2ontrack
KateRussoIsHere,1,2ontrack
BlackHalt,1,2ontrack
TomMackenzieTV,1,2ontrack
JodiMcKayMP,1,2ontrack
js_edit,1,2ontrack
TonyLomas,1,2ontrack
debraruh,1,2ontrack
NYDailyNews,1,2ontrack
ChristophBeisl1,1,2ontrack
MatchasmMatt,1,2ontrack
AtlanticDevelop,1,2ontrack
HariHaraBhakta,1,2ontrack
Madoaks,1,2ontrack
JamesMelville,1,2ontrack
zevonesque,1,2ontrack
AinsleyEric,1,2ontrack
mmpadellan,1,2ontrack
phartaman,1,2ontrack
imatsb,1,2ontrack
UnRapporteur,1,2ontrack
elon,1,2ontrack
Tayelrand,1,2ontrack
observationpt,1,2ontrack
AJalomaki,1,2ontrack
cabral_psyd,1,2ontrack
TRUMP0CALYPSE,1,2ontrack
MoneyMnuchins,1,2ontrack
cormachinarex,1,2ontrack
BrianMteleSUR,1,2ontrack
miltosyerolemou,1,2ontrack
jan_grimoldby,1,2ontrack
9MelissaDownes,1,2ontrack
DavidCohen38,1,2ontrack
shossy2,1,2ontrack
ArkadiuszKula,1,2ontrack
SAHealth,1,2ontrack
pinoarlacchi,1,2ontrack
mkverson,1,2ontrack
narendramodi,1,2ontrack
eli__097,1,2ontrack
JanelleParting2,1,2ontrack
jenbakos,1,2ontrack
JimmyVosika,1,2ontrack
dsurte66,1,2ontrack
GregMolidor,1,2ontrack
jbrown11871,1,2ontrack
Tzeporah,1,2ontrack
RichyDavis00,1,2ontrack
USMC,1,2ontrack
Sunkway_China,1,2ontrack
jeremyjudkins,1,2ontrack
CTCass2,1,2ontrack
SAWaterCorp,1,2ontrack
shaunking,1,2ontrack
nowthisnews,1,2ontrack
KKeneally,1,2ontrack
carlodb1978,1,2ontrack
DerbyChrisW,1,2ontrack
FAIRmediawatch,1,2ontrack
alvianchoiri,1,2ontrack
DEADLINE,1,2ontrack
Couldofbeen199,1,2ontrack
uk_domain_names,1,2ontrack
joncoopertweets,1,2ontrack
Some1gee,1,2ontrack
CB4KKER,1,2ontrack
LoirisExodus,1,2ontrack
insimonated,1,2ontrack
AlreadyPro,1,2ontrack
ECMcLaughlin,1,2ontrack
mattmfm,1,2ontrack
EloyMG94,1,2ontrack
volvocars,1,2ontrack
mini_bubbly,1,2ontrack
theadamsamuel,1,2ontrack
OlaKaellenius,1,2ontrack
Rntk____,1,2ontrack
rahulrajnews,1,2ontrack
Starlight_Energ,1,2ontrack
JustinAHorwitz,1,2ontrack
TheDailyNK,1,2ontrack
AndrewReimer01,1,2ontrack
MattHanvey,1,2ontrack
sargsyanz,1,2ontrack
HP,1,2ontrack
JohnnyDomol,1,2ontrack
EmmaVigeland,1,2ontrack
yaneerbaryam,1,2ontrack
BridieEV,1,2ontrack
zenbreeeze,1,2ontrack
thecjenks,1,2ontrack
JeffreyGoliver,1,2ontrack
jazzpenny5,1,2ontrack
stekkerauto,1,2ontrack
MoonofA,1,2ontrack
1LoafOfMeat,1,2ontrack
thekarami,1,2ontrack
kwingerei,1,2ontrack
10NewsFirst,1,2ontrack
AFGlobalStrike,1,2ontrack
lovemesomemusk,1,2ontrack
teslamag,1,2ontrack
_andrewhayes,1,2ontrack
lorengrush,1,2ontrack
googlenews,1,2ontrack
BillM_HB,1,2ontrack
JoLiKMC,1,2ontrack
RUMAANSHAIKH,1,2ontrack
DecampDave,1,2ontrack
CDCgov,1,2ontrack
glennkirschner2,1,2ontrack
AlteredJamie,1,2ontrack
Doodisgirl,1,2ontrack
Oded121351,1,2ontrack
michaelpachi,1,2ontrack
angharadyeo,1,2ontrack
PerthZoo,1,2ontrack
KatyTurNBC,1,2ontrack
BelindaJones68,1,2ontrack
mmaher70,1,2ontrack
heydave7,1,2ontrack
ama_media,1,2ontrack
Mylastrollo,1,2ontrack
DonaldJTrumpJr,1,2ontrack
CyrilRamaphosa,1,2ontrack
peoplesdispatch,1,2ontrack
tveitdal,1,2ontrack
brokenikon,1,2ontrack
pantomath__,1,2ontrack
lexfridman,1,2ontrack
StevenArmstrong,1,2ontrack
renew_economy,1,2ontrack
jgrano305,1,2ontrack
ndrew_lawrence,1,2ontrack
siouxshe,1,2ontrack
JenH0821,1,2ontrack
PaulBongiorno,1,2ontrack
Apex_KJ,1,2ontrack
CranshawHayden,1,2ontrack
BBCNews,1,2ontrack
ThePrimalDino,1,2ontrack
scottwww,1,2ontrack
CaslerNoel,1,2ontrack
VictoriaPolice,1,2ontrack
CanadianGreens,1,2ontrack
ScottHech,1,2ontrack
mrjamesob,1,2ontrack
jaxinn,1,2ontrack
BillHareClimate,1,2ontrack
TeslaQNews,1,2ontrack
Thompson_Dave,1,2ontrack
drmom247,1,2ontrack
LoyalDefender2K,1,2ontrack
entrpz,1,2ontrack
macrockets,1,2ontrack
meralee727,1,2ontrack
MirrorOfTimes,1,2ontrack
DKurac,1,2ontrack
DrDavidReich,1,2ontrack
arikring,1,2ontrack
amywestervelt,1,2ontrack
LucasFoxNews,1,2ontrack
DonnaDeegan,1,2ontrack
NPR,1,2ontrack
NorgesBank,1,2ontrack
jaarreaza,1,2ontrack
jfk117,1,2ontrack
Greaseproofpap1,1,2ontrack
cybrtrkguy,1,2ontrack
NicolaLouise03,1,2ontrack
Harryslaststand,1,2ontrack
willmenaker,1,2ontrack
TheNatlInterest,1,2ontrack
tallrite,1,2ontrack
chriscartw83,1,2ontrack
ronnylobster,1,2ontrack
NatBullard,1,2ontrack
Frubulotta1,1,2ontrack
87Spider,1,2ontrack
RMac18,1,2ontrack
JayneLinney,1,2ontrack
QTRResearch,1,2ontrack
PicklePunchD,1,2ontrack
ricklevy67,1,2ontrack
Disney,1,2ontrack
VicUnions,1,2ontrack
MooseAllain,1,2ontrack
vvk_gajjar,1,2ontrack
GetUp,1,2ontrack
NYGovCuomo,1,2ontrack
PeterJBull,1,2ontrack
Groupe_Renault,1,2ontrack
joshfoxfilm,1,2ontrack
RonPyke,1,2ontrack
factsonfiIm,1,2ontrack
er_novosti,591,AlekseiBiktoro2
Pravitelstvo_RF,532,AlekseiBiktoro2
YouTube,478,AlekseiBiktoro2
SputnikInt,272,AlekseiBiktoro2
KremlinRussia,176,AlekseiBiktoro2
MosSobyanin,145,AlekseiBiktoro2
KremlinRussia_E,134,AlekseiBiktoro2
Dior,90,AlekseiBiktoro2
Bogdan2169,85,AlekseiBiktoro2
superm,78,AlekseiBiktoro2
rgrus,72,AlekseiBiktoro2
WayV_official,67,AlekseiBiktoro2
Prada,46,AlekseiBiktoro2
GovernmentRF,46,AlekseiBiktoro2
diveevoo,37,AlekseiBiktoro2
citizenmoscow,36,AlekseiBiktoro2
CHANEL,29,AlekseiBiktoro2
YSL,22,AlekseiBiktoro2
VRSoloviev,14,AlekseiBiktoro2
MedvedevRussia,13,AlekseiBiktoro2
Cartier,12,AlekseiBiktoro2
superm_jp,12,AlekseiBiktoro2
GlblCtzn,8,AlekseiBiktoro2
NicolasMaduro,7,AlekseiBiktoro2
realDonaldTrump,7,AlekseiBiktoro2
Vliveofficial,6,AlekseiBiktoro2
billboard,5,AlekseiBiktoro2
mfa_russia,5,AlekseiBiktoro2
mod_russia,5,AlekseiBiktoro2
dumagovru,5,AlekseiBiktoro2
MinistryEconomy,4,AlekseiBiktoro2
Nickelodeon,4,AlekseiBiktoro2
MintrudRF,4,AlekseiBiktoro2
rus_fas,4,AlekseiBiktoro2
bankTochka,3,AlekseiBiktoro2
TamarWrites,3,AlekseiBiktoro2
MedvedevRussiaE,3,AlekseiBiktoro2
wkorea,3,AlekseiBiktoro2
SuperM__smtown_,3,AlekseiBiktoro2
XHNews,3,AlekseiBiktoro2
Beyond_LIVE,3,AlekseiBiktoro2
WHO,2,AlekseiBiktoro2
NCTsmtown_127,2,AlekseiBiktoro2
NordStream2,2,AlekseiBiktoro2
Gazprom,2,AlekseiBiktoro2
khusnullin_,2,AlekseiBiktoro2
DanielArsham,2,AlekseiBiktoro2
iHeartRadio,2,AlekseiBiktoro2
PatriarchKirill,2,AlekseiBiktoro2
minpromtorg_rus,2,AlekseiBiktoro2
wowow_mj,2,AlekseiBiktoro2
EmmanuelMacron,2,AlekseiBiktoro2
michelguerard,2,AlekseiBiktoro2
netanyahu,2,AlekseiBiktoro2
ChainOfTY,2,AlekseiBiktoro2
MINZDRAV_RF,2,AlekseiBiktoro2
presidentaz,2,AlekseiBiktoro2
Genius,1,AlekseiBiktoro2
JackMa,1,AlekseiBiktoro2
MinenergoGov,1,AlekseiBiktoro2
Space_Station,1,AlekseiBiktoro2
tmrwmag,1,AlekseiBiktoro2
YuryTrutnev,1,AlekseiBiktoro2
AntonKovalevsky,1,AlekseiBiktoro2
CharlizeAfrica,1,AlekseiBiktoro2
MinVostok,1,AlekseiBiktoro2
VogueBRoficial,1,AlekseiBiktoro2
roscosmos,1,AlekseiBiktoro2
RusEmbUSA,1,AlekseiBiktoro2
MillaJovovich,1,AlekseiBiktoro2
MintransRF,1,AlekseiBiktoro2
Jeff__Benjamin,1,AlekseiBiktoro2
RT_com,1,AlekseiBiktoro2
Soribada,1,AlekseiBiktoro2
avtodeevoo,1,AlekseiBiktoro2
Cvetk_A_,1,AlekseiBiktoro2
instagram,1,AlekseiBiktoro2
nalog__ru,1,AlekseiBiktoro2
sonamakapoor,1,AlekseiBiktoro2
Msuraev,1,AlekseiBiktoro2
MID_RF,1,AlekseiBiktoro2
AlibabaGroup,1,AlekseiBiktoro2
ABC,1,AlekseiBiktoro2
NP_is_SHIN,1,AlekseiBiktoro2
RosneftRu,1,AlekseiBiktoro2
inezandvinoodh,1,AlekseiBiktoro2
SMTOWNGLOBAL,1,AlekseiBiktoro2
EleonoraAbbagn,1,AlekseiBiktoro2
NASA,1,AlekseiBiktoro2
LindseyGrahamSC,1,AlekseiBiktoro2
layzhang,1,AlekseiBiktoro2
MAIuniversity,1,AlekseiBiktoro2
hourlyten_,1,AlekseiBiktoro2
primorskER,1,AlekseiBiktoro2
hero_magazine,1,AlekseiBiktoro2
WORLDMUSICAWARD,1,AlekseiBiktoro2
thisisinsider,1,AlekseiBiktoro2
sapkoperm,1,AlekseiBiktoro2
istsinnlos10,1,AlekseiBiktoro2
MSU_1755,1,AlekseiBiktoro2
Genproc,1,AlekseiBiktoro2
MchsRussia,1,AlekseiBiktoro2
TokayevKZ,1,AlekseiBiktoro2
SuperMGlblUnion,1,AlekseiBiktoro2
Anna_Shafran,1,AlekseiBiktoro2
kun11xd,1,AlekseiBiktoro2
SebastienBertau,1,AlekseiBiktoro2
Sanook,1,AlekseiBiktoro2
FriedemannDance,1,AlekseiBiktoro2
mydocs_mos,1,AlekseiBiktoro2
DazedKorea,1,AlekseiBiktoro2
lizzo,1,AlekseiBiktoro2
AppleMusic,1,AlekseiBiktoro2
Billboard_JAPAN,1,AlekseiBiktoro2
MoscowMetro,1,AlekseiBiktoro2
ChanelOfficial,1,AlekseiBiktoro2
RosneftEN,1,AlekseiBiktoro2
bank_of_russia,1,AlekseiBiktoro2
RKadyrov,1,AlekseiBiktoro2
360tv,1,AlekseiBiktoro2
er__novosibirsk,1,AlekseiBiktoro2
EpicGames,1,AlekseiBiktoro2
Lenin,278,Alfarmi
VillaFernando_,235,Alfarmi
ActualidadRT,152,Alfarmi
Hispantv,127,Alfarmi
911b0t,94,Alfarmi
lahistoriaec,86,Alfarmi
AristeguiOnline,82,Alfarmi
SputnikInt,81,Alfarmi
elnuevoherald,57,Alfarmi
PressTV,51,Alfarmi
AFPespanol,49,Alfarmi
FiscaliaEcuador,47,Alfarmi
NYDailyNews,40,Alfarmi
nypost,36,Alfarmi
CONAIE_Ecuador,32,Alfarmi
MashiRafael,32,Alfarmi
suchiri,32,Alfarmi
luisevivanco,31,Alfarmi
CGTNOfficial,31,Alfarmi
LaPosta_Ecu,30,Alfarmi
theintercept,29,Alfarmi
Alfarmi,29,Alfarmi
PedritoExtranja,24,Alfarmi
Dr_LCorredor,24,Alfarmi
MiamiHerald,20,Alfarmi
dwnews,20,Alfarmi
schestowitz,19,Alfarmi
martharoldos,17,Alfarmi
mariapaularomo,16,Alfarmi
nytimes,16,Alfarmi
PopSci,16,Alfarmi
LoroHomero,15,Alfarmi
WaoResistencia,15,Alfarmi
ottosonnenh,15,Alfarmi
RedKapari,15,Alfarmi
turcacat,14,Alfarmi
RTultimahora,14,Alfarmi
silvitabuendia,13,Alfarmi
confeniae1,13,Alfarmi
AJENews,13,Alfarmi
DanielEsTuVoz,12,Alfarmi
AP,12,Alfarmi
jcarlosaizprua,12,Alfarmi
BorisJohnson,12,Alfarmi
PoliciaEcuador,11,Alfarmi
CNEL_EP,11,Alfarmi
AsambleaEcuador,11,Alfarmi
ReutersWorld,11,Alfarmi
DEAcampaign,11,Alfarmi
ramirogarciaf,11,Alfarmi
ramiroaguilart,10,Alfarmi
jaimevargasnae,10,Alfarmi
christianzr,10,Alfarmi
LANow,10,Alfarmi
XHespanol,10,Alfarmi
CancilleriaEc,10,Alfarmi
RichardM_A,10,Alfarmi
DianaSalazarM2,10,Alfarmi
euronewses,10,Alfarmi
