target,weight,source
keithboykin,1,MJGarciaKCMO
OmarJimenez,1,MJGarciaKCMO
PostOpinions,1,MJGarciaKCMO
kennethcolereal,1,MJGarciaKCMO
Carter_PE,1,MJGarciaKCMO
jheil,1,MJGarciaKCMO
MelissaJPeltier,1,MJGarciaKCMO
Itjustdawndonme,1,MJGarciaKCMO
ericsslater,1,MJGarciaKCMO
KateChief,1,MJGarciaKCMO
LisPower1,1,MJGarciaKCMO
MariannaNBCNews,1,MJGarciaKCMO
dsamuelsohn,1,MJGarciaKCMO
alokjha,1,MJGarciaKCMO
TheDemocrats,1,MJGarciaKCMO
royalsussexstan,1,MJGarciaKCMO
SecWilkie,1,MJGarciaKCMO
CarlosGSmith,1,MJGarciaKCMO
SeanZevran,1,MJGarciaKCMO
AMFTXGIRL,1,MJGarciaKCMO
SenatorMenendez,1,MJGarciaKCMO
MWilsonNYT,1,MJGarciaKCMO
VLongobardo,1,MJGarciaKCMO
dillonliam,1,MJGarciaKCMO
DianaLogue2,1,MJGarciaKCMO
wagingnv,1,MJGarciaKCMO
MarthaMcSally,1,MJGarciaKCMO
thesmokeroom,1,MJGarciaKCMO
BwayOnDemand,1,MJGarciaKCMO
BBCAfrica,1,MJGarciaKCMO
ShantyMinister,1,MJGarciaKCMO
newscientist,1,MJGarciaKCMO
PhilippeReines,1,MJGarciaKCMO
mdtucker120,1,MJGarciaKCMO
BrndnStrssng,1,MJGarciaKCMO
UNPeacekeeping,1,MJGarciaKCMO
katrinjak,1,MJGarciaKCMO
jovenpapidj,1,MJGarciaKCMO
GIPHY,1,MJGarciaKCMO
thejoshuablog,1,MJGarciaKCMO
JoshuaGreen,1,MJGarciaKCMO
Acyn,1,MJGarciaKCMO
mimbsy,1,MJGarciaKCMO
dicktofel,1,MJGarciaKCMO
curefinder,1,MJGarciaKCMO
Green_Footballs,1,MJGarciaKCMO
goetheuni,1,MJGarciaKCMO
seanhannity,1,MJGarciaKCMO
_SJPeace_,1,MJGarciaKCMO
alexhutton44,1,MJGarciaKCMO
JohnnyBlkshrt,1,MJGarciaKCMO
ReverendWarnock,1,MJGarciaKCMO
abbydphillip,1,MJGarciaKCMO
refugeingrief,1,MJGarciaKCMO
therealJFKFAN,1,MJGarciaKCMO
FrankFigliuzzi1,1,MJGarciaKCMO
katiecouric,1,MJGarciaKCMO
Kevin_byDesign,1,MJGarciaKCMO
AnnCoulter,1,MJGarciaKCMO
GarySinise,1,MJGarciaKCMO
DrMattMcCarthy,1,MJGarciaKCMO
LDNPeter,1,MJGarciaKCMO
JPaulJones1,1,MJGarciaKCMO
lgbtmap,1,MJGarciaKCMO
DNCWarRoom,1,MJGarciaKCMO
CenterForBioDiv,1,MJGarciaKCMO
ZachandMattShow,1,MJGarciaKCMO
nancycordes,1,MJGarciaKCMO
RepSusieLee,1,MJGarciaKCMO
peteroamin,1,MJGarciaKCMO
ChrisMurphyCT,1,MJGarciaKCMO
nytclimate,1,MJGarciaKCMO
MattGertz,1,MJGarciaKCMO
TheAdvocateMag,1,MJGarciaKCMO
DrAnthonyF,1,MJGarciaKCMO
nature,1,MJGarciaKCMO
JoyAnnReid,1,MJGarciaKCMO
HunterDK,1,MJGarciaKCMO
realJacobAirey,1,MJGarciaKCMO
richarddeitsch,1,MJGarciaKCMO
tastemade,1,MJGarciaKCMO
ElieNYC,1,MJGarciaKCMO
zachdcarter,1,MJGarciaKCMO
nealrogers,1,MJGarciaKCMO
kaitlancollins,1,MJGarciaKCMO
jeremyschulman,1,MJGarciaKCMO
RiotwomennnTemp,1,MJGarciaKCMO
jomalleydillon,1,MJGarciaKCMO
TuckerCarlson,1,MJGarciaKCMO
outmagazine,1,MJGarciaKCMO
kcur,1,MJGarciaKCMO
DrBiden,1,MJGarciaKCMO
femmekatz,1,MJGarciaKCMO
Protogaea,1,MJGarciaKCMO
Pattyf1234,1,MJGarciaKCMO
WCKitchen,1,MJGarciaKCMO
Twitter,1,MJGarciaKCMO
HouseBeautiful,1,MJGarciaKCMO
Cluelessbetty,1,MJGarciaKCMO
zombietrump2020,1,MJGarciaKCMO
madeleine,1,MJGarciaKCMO
GovChristie,1,MJGarciaKCMO
JustinAHorwitz,1,MJGarciaKCMO
taydolven,1,MJGarciaKCMO
NatureNeuro,1,MJGarciaKCMO
nycjayjay,1,MJGarciaKCMO
Mike_Pence,1,MJGarciaKCMO
ScienceNews,1,MJGarciaKCMO
IsaacDovere,1,MJGarciaKCMO
janemarielynch,1,MJGarciaKCMO
OldFuckGCG,1,MJGarciaKCMO
Marston4ca42,1,MJGarciaKCMO
promotechnge,1,MJGarciaKCMO
portugaltheman,1,MJGarciaKCMO
BECommander11,1,MJGarciaKCMO
WhiteHouse,1,MJGarciaKCMO
ZerlinaMaxwell,1,MJGarciaKCMO
buzzflash,1,MJGarciaKCMO
RepKinzinger,1,MJGarciaKCMO
kyliedarling13,1,MJGarciaKCMO
Surgeon_General,1,MJGarciaKCMO
ChrisLu44,1,MJGarciaKCMO
EricWolfson,1,MJGarciaKCMO
dame_keep,1,MJGarciaKCMO
DougJones,1,MJGarciaKCMO
MittRomney,1,MJGarciaKCMO
SenMarkey,1,MJGarciaKCMO
jonathanvswan,1,MJGarciaKCMO
PamKeithFL,1,MJGarciaKCMO
FiveThirtyEight,1,MJGarciaKCMO
SteveRattner,1,MJGarciaKCMO
michaelgartland,1,MJGarciaKCMO
BilgeEbiri,1,MJGarciaKCMO
kroger,1,MJGarciaKCMO
Shareaholic,1,MJGarciaKCMO
american2084,1,MJGarciaKCMO
Yale,1,MJGarciaKCMO
NathanLerner,1,MJGarciaKCMO
JonahDispatch,1,MJGarciaKCMO
CurtisDMoore86,1,MJGarciaKCMO
JeremyCman,1,MJGarciaKCMO
jonfavs,1,MJGarciaKCMO
TUSK81,1,MJGarciaKCMO
TheOnion,1,MJGarciaKCMO
Grace4NY,1,MJGarciaKCMO
GOPChairwoman,1,MJGarciaKCMO
AhmedBaba_,1,MJGarciaKCMO
LauraChapin,1,MJGarciaKCMO
yokoboji,1,MJGarciaKCMO
Oikoumene,1,MJGarciaKCMO
JimCarrey,1,MJGarciaKCMO
cspan,1,MJGarciaKCMO
SecPompeo,1,MJGarciaKCMO
alanilagan,1,MJGarciaKCMO
HubieDo,1,MJGarciaKCMO
MykeCole,1,MJGarciaKCMO
ShelbyTalcott,1,MJGarciaKCMO
ConversationEDU,1,MJGarciaKCMO
froomkin,1,MJGarciaKCMO
brunidessert,1,MJGarciaKCMO
andymukherjee70,1,MJGarciaKCMO
dcexaminer,1,MJGarciaKCMO
MeechTf,1,MJGarciaKCMO
politvidchannel,1,MJGarciaKCMO
catreidtv,1,MJGarciaKCMO
ErickFernandez,1,MJGarciaKCMO
metroweekly,1,MJGarciaKCMO
marisatomei,1,MJGarciaKCMO
BoutrousTed,1,MJGarciaKCMO
dany_bahar,1,MJGarciaKCMO
APEntertainment,1,MJGarciaKCMO
AmandaMarcotte,1,MJGarciaKCMO
AlterNet,1,MJGarciaKCMO
zerwekh,1,MJGarciaKCMO
DraperRobert,1,MJGarciaKCMO
pennjillette,1,MJGarciaKCMO
UROCKlive1,1,MJGarciaKCMO
SenSchumer,1,MJGarciaKCMO
greenfaithworld,1,MJGarciaKCMO
everythingloria,1,MJGarciaKCMO
shannonrwatts,1,MJGarciaKCMO
WritesMore,1,MJGarciaKCMO
lakotalaw,1,MJGarciaKCMO
joelockhart,1,MJGarciaKCMO
lyric2go,1,MJGarciaKCMO
60Minutes,1,MJGarciaKCMO
BradMossEsq,1,MJGarciaKCMO
azmoderate,1,MJGarciaKCMO
LeaderHoyer,1,MJGarciaKCMO
ashishkjha,1,MJGarciaKCMO
rothschildmd,1,MJGarciaKCMO
NEJM,1,MJGarciaKCMO
joanmccarter,1,MJGarciaKCMO
LaMonicaBuzz,1,MJGarciaKCMO
UN,1,MJGarciaKCMO
NewDay,1,MJGarciaKCMO
AlRobertsonTX03,1,MJGarciaKCMO
ktumulty,1,MJGarciaKCMO
AngelaBelcamino,1,MJGarciaKCMO
netflix,1,MJGarciaKCMO
bannerite,1,MJGarciaKCMO
joshtpm,1,MJGarciaKCMO
OhMizVictoria,1,MJGarciaKCMO
Carlos214Carlos,1,MJGarciaKCMO
johnpavlovitz,1,MJGarciaKCMO
SteveHiltonx,1,MJGarciaKCMO
jeremynewberger,1,MJGarciaKCMO
mlcalderone,1,MJGarciaKCMO
TheWho,1,MJGarciaKCMO
jamesthetang,1,MJGarciaKCMO
dyannleroy,1,MJGarciaKCMO
chipfranklin,1,MJGarciaKCMO
TomandSteffani,1,MJGarciaKCMO
People4Bernie,1,MJGarciaKCMO
markknoller,1,MJGarciaKCMO
Noahpinion,1,MJGarciaKCMO
JohnJHarwood,1,MJGarciaKCMO
DemAwakening,1,MJGarciaKCMO
VanJones68,1,MJGarciaKCMO
jonathanchait,1,MJGarciaKCMO
CAGOP,1,MJGarciaKCMO
donnabrazile,1,MJGarciaKCMO
insider_reviews,1,MJGarciaKCMO
annaroseiovine,1,MJGarciaKCMO
mateagold,1,MJGarciaKCMO
reimerpaul_paul,1,MJGarciaKCMO
sbg1,1,MJGarciaKCMO
Docs_4_Bernie,1,MJGarciaKCMO
rickgladstone,1,MJGarciaKCMO
11thHour,1,MJGarciaKCMO
weareoversight,1,MJGarciaKCMO
CNNSotu,1,MJGarciaKCMO
LOrion,1,MJGarciaKCMO
codykeenan,1,MJGarciaKCMO
JakeSherman,1,MJGarciaKCMO
lindyli,1,MJGarciaKCMO
DailyMailCeleb,1,MJGarciaKCMO
jbillinson,1,MJGarciaKCMO
rollcall,1,MJGarciaKCMO
JohnWDean,1,MJGarciaKCMO
peterbakernyt,1,MJGarciaKCMO
LittleMissFlint,1,MJGarciaKCMO
markcuban,1,MJGarciaKCMO
MrScarce,1,MJGarciaKCMO
SpaceX,1,MJGarciaKCMO
PeoplesStrike,1,MJGarciaKCMO
MarkMaxwellTV,1,MJGarciaKCMO
rjkeats_98,1,MJGarciaKCMO
csmonitor,1,MJGarciaKCMO
secupp,1,MJGarciaKCMO
rogley8,1,MJGarciaKCMO
albertan48,1,MJGarciaKCMO
codepink,1,MJGarciaKCMO
hiltzikm,1,MJGarciaKCMO
GovParsonMO,1,MJGarciaKCMO
emptywheel,1,MJGarciaKCMO
WillLexHam,1,MJGarciaKCMO
FilmsForAction,1,MJGarciaKCMO
digby56,1,MJGarciaKCMO
paulsolman,1,MJGarciaKCMO
Eleven_Films,1,MJGarciaKCMO
chefjoseandres,1,MJGarciaKCMO
kennerly,1,MJGarciaKCMO
RT_com,173,MostaPi
ChinaDaily,145,MostaPi
SputnikInt,107,MostaPi
PDChina,103,MostaPi
ManUtd,95,MostaPi
BlackCulture_HM,89,MostaPi
EFFSouthAfrica,79,MostaPi
News24,63,MostaPi
TIDAL,57,MostaPi
profwolff,53,MostaPi
JAY_Z_Daily,51,MostaPi
MeekMill,49,MostaPi
MightiJamie,49,MostaPi
Sentletse,44,MostaPi
MbuyiseniNdlozi,37,MostaPi
AdvoBarryRoux,36,MostaPi
Lebeoana_k,34,MostaPi
KwaMhlanga123,34,MostaPi
spectatorindex,33,MostaPi
Julius_S_Malema,31,MostaPi
AndiswaMadikazi,30,MostaPi
ali_naka,30,MostaPi
SuperiorZulu,30,MostaPi
FloydShivambu,30,MostaPi
MissChardonnae,29,MostaPi
MarcusRashford,28,MostaPi
HipHopDX,28,MostaPi
Ree_Chaka,25,MostaPi
KbzFire,24,MostaPi
LivingDoll_01,24,MostaPi
tumisole,23,MostaPi
HonourableHloni,22,MostaPi
RocNationSports,22,MostaPi
ElliottWilson,21,MostaPi
2Cool2BIog,20,MostaPi
S11E11B11A,20,MostaPi
DevilsOfUnited,19,MostaPi
PhokaDot,19,MostaPi
MercedesAMGF1,18,MostaPi
LewisHamilton,18,MostaPi
kokonyana,17,MostaPi
RocNation,16,MostaPi
AfricaFactsZone,16,MostaPi
vngalwana,15,MostaPi
Jed38111039,14,MostaPi
54Battalion,14,MostaPi
F1,14,MostaPi
HermanMashaba,13,MostaPi
201043202,13,MostaPi
realmaxkeiser,12,MostaPi
ntateRaps,12,MostaPi
SkiAfriski,11,MostaPi
KatlehoMK,11,MostaPi
StatmanDave,11,MostaPi
MmusiMaimane,11,MostaPi
OfficiallyIce,11,MostaPi
MostaPi,11,MostaPi
Sthunya,10,MostaPi
bushy_sa,10,MostaPi
ithemots,10,MostaPi
Nmashaba,10,MostaPi
So_Soulfire,9,MostaPi
Mamokete93,9,MostaPi
EFFexplained,9,MostaPi
GrimmyBootMan,9,MostaPi
OmphileMaotwe,9,MostaPi
Mclovin_mj,9,MostaPi
Rebaone59275709,8,MostaPi
Rose_Moru,8,MostaPi
sindane3,8,MostaPi
BISouthAfrica,8,MostaPi
_AfricanSoil,8,MostaPi
RamaboduObakeng,8,MostaPi
DoBedda,8,MostaPi
NalediChirwa,8,MostaPi
Nkanyiso_ngqulu,8,MostaPi
BiIlionaires,8,MostaPi
nthakoana,8,MostaPi
djkhaled,8,MostaPi
realDonaldTrump,8,MostaPi
MissLu_Nomnga,8,MostaPi
RTSportNews,8,MostaPi
Kgomo389,8,MostaPi
KeiserReport,7,MostaPi
CyrilRamaphosa,7,MostaPi
AdvDali_Mpofu,7,MostaPi
ewnreporter,7,MostaPi
ChampionsLeague,7,MostaPi
WHO,7,MostaPi
kabelodick,7,MostaPi
inyaniyodwa,7,MostaPi
BraGrobbies,6,MostaPi
theestallion,6,MostaPi
Evra,6,MostaPi
tfosumensah,6,MostaPi
SebopehoLibe,6,MostaPi
mmodiba10,6,MostaPi
_MphoBrown,6,MostaPi
acmilan,6,MostaPi
GautengEFF,6,MostaPi
DrTedros,6,MostaPi
juanmata8,6,MostaPi
S_C_,6,MostaPi
ChristoThurston,6,MostaPi
Nomakanjanism,6,MostaPi
FutbolBible,6,MostaPi
LeighMathys,6,MostaPi
tito_mboweni,6,MostaPi
TeamNews24,6,MostaPi
bdotTM,6,MostaPi
LebohangKeswa,5,MostaPi
LindyNtsoko,5,MostaPi
KremlinRussia_E,5,MostaPi
Drake,5,MostaPi
C_Massala,5,MostaPi
Hlomnatso,5,MostaPi
AmbassadorLei,5,MostaPi
noreaga,5,MostaPi
TembekaNgcukai1,5,MostaPi
luisnani,5,MostaPi
ewnupdates,5,MostaPi
Mmadikgosi_23,5,MostaPi
Our_DA,5,MostaPi
Tsepisopulumo,5,MostaPi
ManUtdInPidgin,5,MostaPi
SundayTimesZA,5,MostaPi
SAfmnews,5,MostaPi
IOL,5,MostaPi
AnthonyMartial,5,MostaPi
jemelehill,4,MostaPi
RedDevilBible,4,MostaPi
allforgod_55,4,MostaPi
mailandguardian,4,MostaPi
D_DeGea,4,MostaPi
TheTebs,4,MostaPi
Mithras49314064,4,MostaPi
_AfricanUnion,4,MostaPi
IamDJELQUE,4,MostaPi
SuperSportBlitz,4,MostaPi
Sesona_Ngqaks,4,MostaPi
BlackCulture_KB,4,MostaPi
KSeephephe,4,MostaPi
DrZweliMkhize,4,MostaPi
Thapi_T,4,MostaPi
Tatted_Pappino,4,MostaPi
Hlamibaloyi,4,MostaPi
ighalojude,4,MostaPi
BernieSanders,4,MostaPi
ntwaagae,4,MostaPi
SABCNews,4,MostaPi
360Sources,4,MostaPi
YourKayBol,4,MostaPi
GardeeGodrich,4,MostaPi
LawrenceLepard,4,MostaPi
BitlaLeAhlame,4,MostaPi
KayMahlatsi,4,MostaPi
karynmaughan,4,MostaPi
PresidencyZA,4,MostaPi
IsthaMista,4,MostaPi
premierleague,4,MostaPi
Beyonce,4,MostaPi
masixole_l,3,MostaPi
AlexMitchley,3,MostaPi
Banesa_Creative,3,MostaPi
1ELITEANALYSIS,3,MostaPi
Huawei,3,MostaPi
KhayaJames,3,MostaPi
ProfPLOLumumba,3,MostaPi
TheReporterLS,3,MostaPi
KingJames,3,MostaPi
fatjoe,3,MostaPi
CoconutKelz,3,MostaPi
Modesty2512,3,MostaPi
_Motlale,3,MostaPi
mosothooalesoth,3,MostaPi
Navjosh,3,MostaPi
BongaDlulane,3,MostaPi
PUSHA_T,3,MostaPi
1future,3,MostaPi
helenzille,3,MostaPi
tshidi_lee,3,MostaPi
INjengoyise,3,MostaPi
masongreenwood,3,MostaPi
IamMzilikazi,3,MostaPi
akaworldwide,3,MostaPi
GoldTelegraph_,3,MostaPi
BusaMonjke,3,MostaPi
RBKMOL,3,MostaPi
utdreport,3,MostaPi
SizweDhlomo,3,MostaPi
TheCitizen_News,3,MostaPi
rioferdy5,3,MostaPi
thembi_kola,3,MostaPi
DlaminiZuma,3,MostaPi
RexChapman,3,MostaPi
XXL,3,MostaPi
O_T_Set,3,MostaPi
hallaboutafrica,3,MostaPi
franstaar,3,MostaPi
MbalulaFikile,3,MostaPi
tysonngubeni,3,MostaPi
Unathi_Kwaza,3,MostaPi
azarrahk,3,MostaPi
Chairman_Tambo,3,MostaPi
Fin24,3,MostaPi
EmbassyCubaZA,3,MostaPi
DlaminiMarshall,3,MostaPi
drdre,3,MostaPi
rihanna,3,MostaPi
gm_mhlongo,3,MostaPi
LiakoMoshoeshoe,2,MostaPi
drtlaleng,2,MostaPi
ntate_ntho,2,MostaPi
SlieAfrica,2,MostaPi
gerbjan,2,MostaPi
Dischem,2,MostaPi
SAPoliceService,2,MostaPi
PhysicsVideo_,2,MostaPi
XHNews,2,MostaPi
Ricky_ting777,2,MostaPi
vancole9,2,MostaPi
CTagori,2,MostaPi
DjNewAfrica,2,MostaPi
TelkomZA,2,MostaPi
khamenei_ir,2,MostaPi
MandisaMashego,2,MostaPi
XoliMngambi,2,MostaPi
_AudraKelly,2,MostaPi
joerogan,2,MostaPi
EFFStudents,2,MostaPi
paulpogba,2,MostaPi
eNCA,2,MostaPi
SirAlexStand,2,MostaPi
Nthapeleng__,2,MostaPi
LResponse,2,MostaPi
markets,2,MostaPi
GavinRossdale,2,MostaPi
deptoflabour,2,MostaPi
Giants,2,MostaPi
BerniceKing,2,MostaPi
pozcandy,2,MostaPi
Motse_Leroala,2,MostaPi
RapRadar,2,MostaPi
Nkibelo12,2,MostaPi
djEFN,2,MostaPi
Limpzie,2,MostaPi
somadodafikeni,2,MostaPi
ananavarro,2,MostaPi
Mzansist,2,MostaPi
BuddenPodMemes,2,MostaPi
SimonPGrindrod,2,MostaPi
UN,2,MostaPi
Bruce_el_mp,2,MostaPi
kulanicool,2,MostaPi
Abramjee,2,MostaPi
Sankara838,2,MostaPi
kodaklens,2,MostaPi
TrafficSA,2,MostaPi
GunnelsWarren,2,MostaPi
visitlesotho,2,MostaPi
EDPBurnerClips,2,MostaPi
cnni,2,MostaPi
Neli_Ngqulana,2,MostaPi
MagnaCartaWines,2,MostaPi
barbiliscious,2,MostaPi
zwideservesbass,2,MostaPi
BIGKRIT,2,MostaPi
yorkstguy,2,MostaPi
Zwelinzima1,2,MostaPi
Shikwambanaman1,2,MostaPi
Underground_RT,2,MostaPi
TrollFootball,2,MostaPi
VanJones68,2,MostaPi
AintNoJigga,2,MostaPi
GroundUp_News,2,MostaPi
queenvee211,2,MostaPi
PresidentThato,2,MostaPi
Cristiano,2,MostaPi
KyrieIrving,2,MostaPi
HendersonChris_,2,MostaPi
goon_bear,2,MostaPi
chinobraxton,2,MostaPi
Flo_Letoaba,2,MostaPi
koko_matshela,2,MostaPi
PeterSchiff,2,MostaPi
fanamokoena,2,MostaPi
maryjblige,2,MostaPi
lolaponce_legit,2,MostaPi
BigBoi,2,MostaPi
Michael6ivenchy,2,MostaPi
Rev_Mente,2,MostaPi
Persie_Official,2,MostaPi
aliciakeys,2,MostaPi
AllBlacks,2,MostaPi
TheNaheed99,2,MostaPi
BorisJohnson,2,MostaPi
davidkau1,2,MostaPi
ThabangMagia,2,MostaPi
BarrosMichael21,2,MostaPi
LuthoZa,2,MostaPi
robinthicke,2,MostaPi
malipalema,2,MostaPi
City_Press,2,MostaPi
mefeater,2,MostaPi
EffNorthwest,2,MostaPi
AfricaRepublic,2,MostaPi
CT3GUITAR,2,MostaPi
SpookyGothLoser,2,MostaPi
PublicProtector,2,MostaPi
SowetanLIVE,2,MostaPi
simphiwedana,2,MostaPi
chancetherapper,2,MostaPi
LilTunechi,2,MostaPi
GossipOnThis,2,MostaPi
SkySportsNews,2,MostaPi
refiloerakhomo1,2,MostaPi
diana_landuall,2,MostaPi
ridalen,2,MostaPi
theweeknd,2,MostaPi
dumantando20,2,MostaPi
HarryMaguire93,2,MostaPi
SayEntrepreneur,2,MostaPi
AJEnglish,2,MostaPi
SinuousLines,2,MostaPi
seabiloe,2,MostaPi
fbernardeschi,2,MostaPi
business,2,MostaPi
AtholT,2,MostaPi
vomaronline,2,MostaPi
AdvBMkhwebane,2,MostaPi
COntiretse,2,MostaPi
RedDevilsLive1,2,MostaPi
Uncle_Benz_,2,MostaPi
EMtshalli,2,MostaPi
YouTube,2,MostaPi
ShawnCarterSF,2,MostaPi
IsayHesays,2,MostaPi
itchybyte,2,MostaPi
washingtonpost,2,MostaPi
tselengmokotso,2,MostaPi
DojaCat,2,MostaPi
anthonyfjoshua,2,MostaPi
JnzBeats,2,MostaPi
PolokoMokhele_,2,MostaPi
therealmikedean,2,MostaPi
Utopian___,2,MostaPi
LordKaymak,2,MostaPi
revolttv,2,MostaPi
Saweetie,2,MostaPi
CDAfricaNews,2,MostaPi
lilbaby4PF,2,MostaPi
SAfmRadio,2,MostaPi
Complex,2,MostaPi
TMobile,2,MostaPi
GemDiamondsLtd,2,MostaPi
nypost,2,MostaPi
VisionaryIb,2,MostaPi
B_Fernandes8,2,MostaPi
SediNgubane,1,MostaPi
NothandoNdoh,1,MostaPi
KhethoMabona,1,MostaPi
2019AFRICA,1,MostaPi
CulpritEnter,1,MostaPi
GNev2,1,MostaPi
amaBhungane,1,MostaPi
MmabathoMontsho,1,MostaPi
Maddd3___,1,MostaPi
ThabisoTema,1,MostaPi
sweetandownlow,1,MostaPi
Sport24news,1,MostaPi
BoiOBoi17,1,MostaPi
RocNationBKBaby,1,MostaPi
IKamtcheu,1,MostaPi
DJClarkKent,1,MostaPi
BillieJeanKing,1,MostaPi
miss_andisa,1,MostaPi
bokangbane,1,MostaPi
LukeGromen,1,MostaPi
UmalambaneZN,1,MostaPi
EdwinItani,1,MostaPi
USTreasury,1,MostaPi
only1adryan,1,MostaPi
AdvKarabo,1,MostaPi
MphoTsedu,1,MostaPi
paulocoelho,1,MostaPi
kurteichenwald,1,MostaPi
NipseyHussle,1,MostaPi
iamkoshiek,1,MostaPi
Polo_Capalot,1,MostaPi
Buda_maama,1,MostaPi
MichelleObama,1,MostaPi
Kobo52812021,1,MostaPi
AdriaanBasson,1,MostaPi
Swazilami,1,MostaPi
MimiReeds,1,MostaPi
Keith_a_Trip_,1,MostaPi
JayElectronica,1,MostaPi
Lestimes,1,MostaPi
thesundaytimes,1,MostaPi
sibekoziyanda,1,MostaPi
tiserthevj2,1,MostaPi
POWER987News,1,MostaPi
GallivantMajed,1,MostaPi
Po_le_Pang,1,MostaPi
amanda32_mavuso,1,MostaPi
Phil_Lewis_,1,MostaPi
iamrabengro,1,MostaPi
LoKreLLiN,1,MostaPi
vicc_nicolee,1,MostaPi
NBCNews,1,MostaPi
hershybru,1,MostaPi
ValaAfshar,1,MostaPi
patronellasello,1,MostaPi
realmartymar,1,MostaPi
gucci1017,1,MostaPi
CDchinawatch,1,MostaPi
Gomotsegang_M,1,MostaPi
kaysexwale,1,MostaPi
hloni_maniers,1,MostaPi
emmarcmarquez,1,MostaPi
rapsody,1,MostaPi
DesNoTutu,1,MostaPi
K_anye,1,MostaPi
Jaguars,1,MostaPi
BlockchainZA,1,MostaPi
Luyanda_Maf,1,MostaPi
samkelemaseko,1,MostaPi
tondechipunza,1,MostaPi
MikeTyson,1,MostaPi
NUFC,1,MostaPi
Asantezwane1,1,MostaPi
WFP,1,MostaPi
MalibuDarby,1,MostaPi
PhilJones4,1,MostaPi
AP,1,MostaPi
FentyOfficial,1,MostaPi
Game_Stores,1,MostaPi
KanthanPillay,1,MostaPi
Tsietsi_Mohale,1,MostaPi
TheNBACentral,1,MostaPi
UnmovedLee,1,MostaPi
parksmusic,1,MostaPi
BlaqPerspective,1,MostaPi
bigballerbrand,1,MostaPi
mbele_lnb,1,MostaPi
Cecy_M_LS,1,MostaPi
Slindelo_M,1,MostaPi
karolg,1,MostaPi
sosospay,1,MostaPi
Tendaijoe,1,MostaPi
BigElMok,1,MostaPi
ObroTweets,1,MostaPi
JUSTJuice_NYC,1,MostaPi
PhilMphela,1,MostaPi
metalpaysme,1,MostaPi
HeidiGiokos,1,MostaPi
ggreenwald,1,MostaPi
djwallysparks,1,MostaPi
Am_Blujay,1,MostaPi
uLerato_pillay,1,MostaPi
KoenaClothing,1,MostaPi
MojaChicken,1,MostaPi
MsKotola_,1,MostaPi
Jeep_SA,1,MostaPi
StormReportSA1,1,MostaPi
NBA,1,MostaPi
AmeriKraut,1,MostaPi
Madcool_U,1,MostaPi
BuangJones,1,MostaPi
CalvinTheko,1,MostaPi
MannyAndretti,1,MostaPi
CrookedIntriago,1,MostaPi
KateAndrs,1,MostaPi
WyzeeQue,1,MostaPi
BamboThulani,1,MostaPi
JackMa,1,MostaPi
KaelynKastle,1,MostaPi
EFF_Cape_Metro,1,MostaPi
Thenicolebus,1,MostaPi
TheNatlInterest,1,MostaPi
themaxburns,1,MostaPi
shomaristone,1,MostaPi
LebogangMaile1,1,MostaPi
MTshwaku,1,MostaPi
ChelsIsRight,1,MostaPi
Heineken,1,MostaPi
pietrampedi,1,MostaPi
RyanDraycott,1,MostaPi
CNNnewsroom,1,MostaPi
EdMarkey,1,MostaPi
LuloRubushe,1,MostaPi
JonathanFowle10,1,MostaPi
iamSivN,1,MostaPi
kxsmo,1,MostaPi
Mabusela_RP,1,MostaPi
SizweLo,1,MostaPi
_Buhlez,1,MostaPi
tsoeutsukulu,1,MostaPi
EmbaCubaUS,1,MostaPi
Ollie_SN,1,MostaPi
SundayExpres,1,MostaPi
n_asemahle,1,MostaPi
DiazCanelB,1,MostaPi
atptour,1,MostaPi
Makhado01271526,1,MostaPi
I_AM_LELO26,1,MostaPi
thedylanhafer,1,MostaPi
NathiCele8,1,MostaPi
khayadlanga,1,MostaPi
okstephenadd,1,MostaPi
THISisLULE,1,MostaPi
lebzhinho,1,MostaPi
J_wi11z,1,MostaPi
DrCamModisane,1,MostaPi
keithedwards,1,MostaPi
jonasbrothers,1,MostaPi
NellaJoieBella,1,MostaPi
MaggMyleMink,1,MostaPi
moo_venda,1,MostaPi
dj_saxzo,1,MostaPi
HOT97,1,MostaPi
bitchezimkay,1,MostaPi
kandiskardash,1,MostaPi
BagwellReloaded,1,MostaPi
zen_hap,1,MostaPi
WonderMahlobo,1,MostaPi
ramalokot,1,MostaPi
DiegoForlan7,1,MostaPi
jaylabrenae,1,MostaPi
Thabiso_Dlamini,1,MostaPi
JoeBudden,1,MostaPi
NatashaNtlangw1,1,MostaPi
jabulile71,1,MostaPi
HVESBOY,1,MostaPi
mzwandileMasina,1,MostaPi
lemdzabu,1,MostaPi
thokozani_1529,1,MostaPi
TJSR_216,1,MostaPi
MadRoyKeane,1,MostaPi
alikomape,1,MostaPi
Glenina57,1,MostaPi
DeanMacpherson,1,MostaPi
miss_anathea,1,MostaPi
JayHovah_,1,MostaPi
wizkhalifa,1,MostaPi
Shaq_Mokgabudi,1,MostaPi
MIAFestival,1,MostaPi
I_am_MrGadisi,1,MostaPi
SteveSchmidtSES,1,MostaPi
audacious_allie,1,MostaPi
simamkeleD,1,MostaPi
jxrdanswrld,1,MostaPi
RobinsonCano,1,MostaPi
nytimes,1,MostaPi
USNavy,1,MostaPi
Thapelo27614107,1,MostaPi
icecube,1,MostaPi
XxLewisx,1,MostaPi
